run_id,stage,design_id,manifest_row,model_id,provider,language,story_id,target_mode,target_label,persona_id,temperature,repetition,emotion,score,reason,ok,response_ok,validation_errors,membership_family,membership_hmax,mu_low,mu_medium,mu_high,H_raw,H_norm
icicic2026_benchmark_positioning_v1_sanity,sanity,icicic2026_benchmark_positioning_v1,0,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,1,interest,65,"Concise, witty fable with a clever moral about usefulness and hypocrisy; entertaining in its simplicity.",True,True,,sigmoid_s_v1,1.018502773018,0.0,0.0703125,0.116895657425,0.631293720773,0.619825235136
icicic2026_benchmark_positioning_v1_sanity,sanity,icicic2026_benchmark_positioning_v1,0,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,1,surprise,55,Talking pocket watch and the watch's paradoxical retort provide a mild twist and unexpected philosophical bite.,True,True,,sigmoid_s_v1,1.018502773018,0.0,0.9296875,0.006923302608,0.147456625883,0.144777834474
icicic2026_benchmark_positioning_v1_sanity,sanity,icicic2026_benchmark_positioning_v1,0,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,1,sadness,10,Brief shame of the mouse is present but not deeply poignant or tragic.,True,True,,sigmoid_s_v1,1.018502773018,0.84226552755,0.0,0.0,0.208589563261,0.204800191798
icicic2026_benchmark_positioning_v1_sanity,sanity,icicic2026_benchmark_positioning_v1,0,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,1,anger,5,Little to no indignation; the mouse is rebuked but the tone is more corrective than enraging.,True,True,,sigmoid_s_v1,1.018502773018,0.975947297943,0.0,0.0,0.034280004266,0.033657251776
icicic2026_benchmark_positioning_v1_sanity,sanity,icicic2026_benchmark_positioning_v1,1,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,2,interest,65,"Short, witty fable with charming anthropomorphism and a clear moral that is entertaining and thought-provoking.",True,True,,sigmoid_s_v1,1.018502773018,0.0,0.0703125,0.116895657425,0.631293720773,0.619825235136
icicic2026_benchmark_positioning_v1_sanity,sanity,icicic2026_benchmark_positioning_v1,1,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,2,surprise,40,The talking pocket watch and the moral exchange are mildly unexpected but follow a familiar fable pattern.,True,True,,sigmoid_s_v1,1.018502773018,0.0,1.0,0.0,0.0,0.0
icicic2026_benchmark_positioning_v1_sanity,sanity,icicic2026_benchmark_positioning_v1,1,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,2,sadness,10,Only a brief moment of shame for the mouse; overall tone is light and didactic rather than melancholic.,True,True,,sigmoid_s_v1,1.018502773018,0.84226552755,0.0,0.0,0.208589563261,0.204800191798
icicic2026_benchmark_positioning_v1_sanity,sanity,icicic2026_benchmark_positioning_v1,1,openai/gpt-5-mini,openrouter,en,T1,reader_side,reader-side post-reading affect,p0,0.4,2,anger,5,No elements of injustice or provocation; the piece is gentle and corrective rather than enraging.,True,True,,sigmoid_s_v1,1.018502773018,0.975947297943,0.0,0.0,0.034280004266,0.033657251776
icicic2026_benchmark_positioning_v1_sanity,sanity,icicic2026_benchmark_positioning_v1,2,openai/gpt-5-mini,openrouter,en,T1,character_side,inferred character-side affect,p0,0.4,1,interest,30,The pocket watch speaks with calm purpose and mild pride in its usefulness—not excited but quietly satisfied.,True,True,,sigmoid_s_v1,1.018502773018,0.0,1.0,0.0,0.0,0.0
icicic2026_benchmark_positioning_v1_sanity,sanity,icicic2026_benchmark_positioning_v1,2,openai/gpt-5-mini,openrouter,en,T1,character_side,inferred character-side affect,p0,0.4,1,surprise,5,The watch shows little astonishment; the mouse's laughter is unexpected but not shocking to it.,True,True,,sigmoid_s_v1,1.018502773018,0.975947297943,0.0,0.0,0.034280004266,0.033657251776
icicic2026_benchmark_positioning_v1_sanity,sanity,icicic2026_benchmark_positioning_v1,2,openai/gpt-5-mini,openrouter,en,T1,character_side,inferred character-side affect,p0,0.4,1,sadness,5,"A faint melancholy in being unseen is implied, but the watch remains steady rather than sorrowful.",True,True,,sigmoid_s_v1,1.018502773018,0.975947297943,0.0,0.0,0.034280004266,0.033657251776
icicic2026_benchmark_positioning_v1_sanity,sanity,icicic2026_benchmark_positioning_v1,2,openai/gpt-5-mini,openrouter,en,T1,character_side,inferred character-side affect,p0,0.4,1,anger,0,No hostility or indignation is expressed; the watch answers calmly and matter-of-factly.,True,True,,sigmoid_s_v1,1.018502773018,1.0,0.0,0.0,0.0,0.0
icicic2026_benchmark_positioning_v1_sanity,sanity,icicic2026_benchmark_positioning_v1,3,openai/gpt-5-mini,openrouter,en,T1,character_side,inferred character-side affect,p0,0.4,2,interest,20,The mouse laughs at first (mild amusement) but the amusement is short-lived once rebuked.,True,True,,sigmoid_s_v1,1.018502773018,0.15773447245,0.5,0.0,0.920272476697,0.90355421809
icicic2026_benchmark_positioning_v1_sanity,sanity,icicic2026_benchmark_positioning_v1,3,openai/gpt-5-mini,openrouter,en,T1,character_side,inferred character-side affect,p0,0.4,2,surprise,65,"The pocket watch's unexpected, pointed reply catches the mouse off guard and shifts the interaction.",True,True,,sigmoid_s_v1,1.018502773018,0.0,0.0703125,0.116895657425,0.631293720773,0.619825235136
icicic2026_benchmark_positioning_v1_sanity,sanity,icicic2026_benchmark_positioning_v1,3,openai/gpt-5-mini,openrouter,en,T1,character_side,inferred character-side affect,p0,0.4,2,sadness,45,"The mouse flushes with shame and scurries off, indicating embarrassment and a touch of sadness.",True,True,,sigmoid_s_v1,1.018502773018,0.0,1.0,0.0,0.0,0.0
icicic2026_benchmark_positioning_v1_sanity,sanity,icicic2026_benchmark_positioning_v1,3,openai/gpt-5-mini,openrouter,en,T1,character_side,inferred character-side affect,p0,0.4,2,anger,5,There is no anger or indignation; the mouse departs humbled rather than enraged.,True,True,,sigmoid_s_v1,1.018502773018,0.975947297943,0.0,0.0,0.034280004266,0.033657251776
